,rank_ic
2023-07-19,-0.3939311075958541
2023-07-26,-0.08457826836968055
2023-08-02,-0.1333590956320622
2023-08-09,0.05189938718408743
2023-08-16,-0.064310705587535
2023-08-23,0.10830594224927052
2023-08-30,-0.16847565604976616
2023-09-06,-0.26050689602451943
2023-09-13,-0.1250737042613696
2023-09-20,0.22095555438310016
2023-09-27,0.03152538580369715
2023-10-12,-0.12568302861557157
2023-10-19,0.08217416884734438
2023-10-26,0.11655194036348214
2023-11-02,0.22856377504888437
2023-11-09,0.24743002451902857
2023-11-16,-0.23426985062322572
2023-11-23,0.1250061949244001
2023-11-30,-0.18322697107447344
2023-12-07,0.05482076632103478
2023-12-14,-0.29591918820202
2023-12-21,-0.01783073202558947
2023-12-28,-0.14101537209059567
2024-01-05,-0.12267497638077063
2024-01-12,-0.3482349974962541
2024-01-19,-0.3702243311945673
2024-01-26,-0.5158824316577897
2024-02-02,-0.16440230789896831
2024-02-19,0.6608432151620256
2024-02-26,-0.2564408947339709
2024-03-04,0.2925803888325674
2024-03-11,0.22238113604649784
2024-03-18,-0.11410043895154333
2024-03-25,-0.13993818949782172
2024-04-01,-0.3901721033912694
2024-04-10,-0.4506867790567275
2024-04-17,0.06989662888258993
2024-04-24,0.059217083789579725
2024-05-06,-0.2257304289836586
2024-05-13,0.020656809639452222
2024-05-20,-0.23449221945741097
2024-05-27,-0.21270330551674987
2024-06-03,0.019286539113731432
2024-06-11,0.1346167617629344
2024-06-18,-0.2535923963601541
2024-06-25,-0.10390971738008527
2024-07-02,-0.06555559003770571
2024-07-09,-0.16966314831715987
2024-07-16,-0.14508350051915422
2024-07-23,0.16321743042395123
2024-07-30,-0.1446943793212218
2024-08-06,-0.21342825021694092
2024-08-13,-0.14928040435149012
2024-08-20,-0.1859865790490001
2024-08-27,0.19971924031544766
2024-09-03,0.09203164070263936
2024-09-10,-0.09663764279345244
2024-09-19,0.0031997491402329797
2024-09-26,-0.05338349333666999
2024-10-10,0.36087803331906504
2024-10-17,0.13191181593339726
2024-10-24,-0.023449020787815227
2024-10-31,0.19882453027729222
2024-11-07,-0.27826432677858254
2024-11-14,-0.011736128269207311
2024-11-21,0.06094603177413189
2024-11-28,0.10650061744615881
2024-12-05,0.12876563030573823
2024-12-12,-0.3013609770756146
2024-12-19,-0.4707293881981091
2024-12-26,-0.5070381030113555
2025-01-03,0.2188890512618765
2025-01-10,0.3496075006585911
2025-01-17,-0.31809950672025744
2025-01-24,0.46418992429328687
2025-02-10,-0.0975229511983808
2025-02-17,0.34769967605843394
2025-02-24,-0.28150902316556964
2025-03-03,0.11305205031491737
2025-03-10,-0.12420874996324305
2025-03-17,-0.4897327061938182
2025-03-24,-0.217769663950212
2025-03-31,-0.36757295845922566
2025-04-08,0.22855076038511526
2025-04-15,0.13934833549523107
2025-04-22,-0.06762862533031781
2025-04-29,0.15196083833789786
2025-05-09,-0.01892951600828227
2025-05-16,-0.16164230822930578
2025-05-23,-0.07553207859943212
2025-05-30,0.032295760207288665
2025-06-09,-0.16891169623102037
2025-06-16,-0.11409767989054308
2025-06-23,0.1691722677058965
2025-06-30,-0.18897049730632565
2025-07-07,-0.20567069903447258
2025-07-14,-0.15415273637774363
2025-07-21,0.12455896636077878
2025-07-28,-0.07184056604968221
2025-08-04,0.00028468494972671974
2025-08-11,0.18320229687914663
2025-08-18,-0.19525059283339885
2025-08-25,-0.1166592785151776
2025-09-01,-0.17424602021584693
2025-09-08,0.27337471226089777
2025-09-15,-0.16888339994037296
2025-09-22,-0.06563405195055451
2025-09-29,-0.2228279769621319
2025-10-14,-0.25334295257108597
2025-10-21,0.0904332432993687
2025-10-28,-0.020503937480830257
2025-11-04,-0.20484761075770028
2025-11-11,-0.0815519762483971
2025-11-18,-0.18613601622507503
2025-11-25,-0.03521291284748885
2025-12-02,0.1250902741158054
2025-12-09,-0.3177792637506748
2025-12-16,0.19765212152939424
2025-12-23,-0.046279486792707554
2025-12-30,0.19267757289827742
2026-01-08,0.010176846627550563
2026-01-15,-0.0033378783759755765
2026-01-22,-0.2847504904579145
2026-01-29,-0.059712192611160377
2026-02-05,0.03901934093939052
2026-02-12,-0.009932009365675617
2026-02-27,-0.058317617805961015
